emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,video_quality,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,audio_quality,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,modality_weights,quality_warning,timestamp
neutral,0.94,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.355,STABLE,5,5.5,CENTER,1.0,0,0.511,"{'yaw': 1.67, 'pitch': 0.12, 'roll': 0.0}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Negative emotional state,"{'visual': 0.486, 'audio': 0.514}",False,2026-07-08 15:25:45
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.358,STABLE,5,5.51,CENTER,1.0,0,0.511,"{'yaw': 1.76, 'pitch': 0.19, 'roll': -0.0}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,7.4,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.8}",Stable emotional condition,"{'visual': 0.502, 'audio': 0.498}",False,2026-07-08 15:25:45
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.358,STABLE,5,5.49,CENTER,1.0,0,0.511,"{'yaw': 1.57, 'pitch': 0.46, 'roll': 0.01}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,7.4,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Stable emotional condition,"{'visual': 0.502, 'audio': 0.498}",False,2026-07-08 15:25:46
happy,0.86,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.355,STABLE,5,5.48,CENTER,1.0,0,0.51,"{'yaw': 1.49, 'pitch': 0.03, 'roll': 0.02}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,4.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.464, 'audio': 0.536}",False,2026-07-08 15:25:46
happy,0.86,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.72,0.355,STABLE,5,5.45,CENTER,1.0,0,0.51,"{'yaw': 0.56, 'pitch': 0.31, 'roll': -0.0}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,4.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.464, 'audio': 0.536}",False,2026-07-08 15:25:47
happy,0.99,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.355,STABLE,5,5.43,CENTER,1.0,0,0.51,"{'yaw': 0.73, 'pitch': -0.08, 'roll': 0.0}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,4.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.499, 'audio': 0.501}",False,2026-07-08 15:25:47
happy,0.99,happy,angry,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.355,STABLE,5,5.41,CENTER,1.0,0,0.51,"{'yaw': 0.69, 'pitch': -0.0, 'roll': -0.01}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.4,4.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.7}",Negative emotional state,"{'visual': 0.499, 'audio': 0.501}",False,2026-07-08 15:25:47
neutral,0.99,neutral,angry,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.355,STABLE,5,5.25,CENTER,1.0,0,0.51,"{'yaw': 0.92, 'pitch': 0.16, 'roll': -0.01}",angry,0.6266666666666667,medium,0.4267,0.1059,0.81,False,LOW,0.0,19.3,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.0, 'eye_avoidance': 0.0, 'head_movement': 2.6}",Negative emotional state,"{'visual': 0.499, 'audio': 0.501}",False,2026-07-08 15:25:48
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.353,STABLE,5,5.02,CENTER,1.0,0,0.51,"{'yaw': 1.03, 'pitch': 0.0, 'roll': -0.02}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,7.2,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.5}",Stable emotional condition,"{'visual': 0.52, 'audio': 0.48}",False,2026-07-08 15:25:49
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.357,STABLE,5,4.78,CENTER,1.0,0,0.51,"{'yaw': 0.15, 'pitch': 2.01, 'roll': -0.02}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,7.1,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.4}",Stable emotional condition,"{'visual': 0.523, 'audio': 0.477}",False,2026-07-08 15:25:49
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.357,STABLE,5,4.41,CENTER,1.0,0,0.51,"{'yaw': 0.16, 'pitch': 1.96, 'roll': -0.05}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,6.9,4.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.2}",Stable emotional condition,"{'visual': 0.523, 'audio': 0.477}",False,2026-07-08 15:25:50
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.75,0.356,STABLE,5,4.02,CENTER,1.0,0,0.509,"{'yaw': 0.92, 'pitch': 1.54, 'roll': -0.06}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,6.7,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 2.0}",Stable emotional condition,"{'visual': 0.522, 'audio': 0.478}",False,2026-07-08 15:25:50
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.356,STABLE,5,3.35,CENTER,1.0,0,0.509,"{'yaw': 1.45, 'pitch': 0.06, 'roll': -0.09}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,6.3,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,"{'visual': 0.522, 'audio': 0.478}",False,2026-07-08 15:25:50
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.352,STABLE,5,2.63,CENTER,1.0,0,0.508,"{'yaw': 2.8, 'pitch': -0.02, 'roll': -0.14}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,6.0,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.519, 'audio': 0.481}",False,2026-07-08 15:25:51
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.352,STABLE,5,2.63,CENTER,1.0,0,0.508,"{'yaw': 2.63, 'pitch': -0.95, 'roll': -0.14}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,6.0,3.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.519, 'audio': 0.481}",False,2026-07-08 15:25:51
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.346,STABLE,5,2.5,CENTER,1.0,0,0.509,"{'yaw': 2.71, 'pitch': -1.32, 'roll': -0.15}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,5.9,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.514, 'audio': 0.486}",False,2026-07-08 15:25:52
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.345,STABLE,5,2.2,CENTER,1.0,0,0.508,"{'yaw': 2.66, 'pitch': -1.6, 'roll': -0.15}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,5.8,2.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.514, 'audio': 0.486}",False,2026-07-08 15:25:52
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.352,STABLE,5,2.06,CENTER,1.0,0,0.508,"{'yaw': 2.61, 'pitch': -1.34, 'roll': -0.15}",angry,0.61,medium,0.4033,0.0811,0.764,False,LOW,0.0,5.7,2.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.519, 'audio': 0.481}",False,2026-07-08 15:25:53
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.352,STABLE,5,2.09,CENTER,1.0,0,0.508,"{'yaw': 2.73, 'pitch': -1.35, 'roll': -0.15}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.7,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.579, 'audio': 0.421}",False,2026-07-08 15:25:54
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.348,STABLE,5,1.93,CENTER,1.0,0,0.508,"{'yaw': 2.68, 'pitch': -1.37, 'roll': -0.15}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.6,2.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 1.0}",Stable emotional condition,"{'visual': 0.577, 'audio': 0.423}",False,2026-07-08 15:25:54
neutral,0.98,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.348,STABLE,5,1.86,CENTER,1.0,0,0.508,"{'yaw': 2.68, 'pitch': -1.43, 'roll': -0.15}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.6,2.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 1.6, 'eye_avoidance': 0.0, 'head_movement': 0.9}",Stable emotional condition,"{'visual': 0.577, 'audio': 0.423}",False,2026-07-08 15:25:55
happy,1.0,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.357,STABLE,5,2.12,CENTER,1.0,0,0.51,"{'yaw': 5.44, 'pitch': 1.95, 'roll': -0.07}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,2.7,2.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:56
happy,1.0,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.357,STABLE,5,2.21,CENTER,1.0,0,0.51,"{'yaw': -0.02, 'pitch': 1.84, 'roll': -0.07}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,2.8,3.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.1, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:56
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.357,STABLE,5,2.28,CENTER,1.0,0,0.51,"{'yaw': -0.01, 'pitch': 1.75, 'roll': -0.06}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.8,3.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.1}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:57
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.357,STABLE,5,2.37,CENTER,1.0,0,0.51,"{'yaw': -0.32, 'pitch': 2.11, 'roll': -0.08}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.9,3.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.2}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:57
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.357,STABLE,5,2.51,CENTER,1.0,0,0.51,"{'yaw': -0.21, 'pitch': 2.89, 'roll': -0.07}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,5.9,3.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:58
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.356,STABLE,5,2.58,CENTER,1.0,0,0.509,"{'yaw': -0.76, 'pitch': 1.34, 'roll': -0.11}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,6.0,3.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:58
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.357,STABLE,6,2.61,CENTER,1.0,0,0.51,"{'yaw': 1.07, 'pitch': 1.95, 'roll': -0.08}",angry,0.5433333333333333,medium,0.39,0.0482,0.673,False,LOW,0.0,6.3,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.582, 'audio': 0.418}",False,2026-07-08 15:25:58
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.356,STABLE,6,2.64,CENTER,1.0,0,0.509,"{'yaw': 1.82, 'pitch': 2.09, 'roll': -0.06}",angry,0.5933333333333334,medium,0.4333,0.0542,0.694,False,LOW,0.0,6.3,3.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 2.6, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.553, 'audio': 0.447}",False,2026-07-08 15:25:59
sad,1.0,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.82,0.356,FLUCTUATING,6,2.68,CENTER,1.0,0,0.509,"{'yaw': 2.74, 'pitch': 1.69, 'roll': 0.01}",angry,0.5933333333333334,medium,0.4333,0.0542,0.694,False,LOW,0.0,18.3,4.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 3.1, 'eye_avoidance': 0.0, 'head_movement': 1.3}",Stable emotional condition,"{'visual': 0.553, 'audio': 0.447}",False,2026-07-08 15:26:00
