emotion,visual_emotion_confidence,temporal_emotion,final_emotion,stress_level,visual_stress,cognitive_load,deception_risk,visual_cognitive_state,cognitive_confidence,fusion_confidence,temporal_state,blink_count,movement_score,gaze_direction,gaze_stability,gaze_shift_frequency,head_pose,audio_emotion,audio_confidence,audio_stress,audio_stress_confidence,speech_intensity,emotion_agreement,fused_stress,fused_stress_score,fusion_score,risk_score,risk_level,risk_breakdown,cognitive_state,timestamp
fear,0.63,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.68,0.441,FLUCTUATING,6,3.18,CENTER,1.0,0,"{'yaw': -2.08, 'pitch': 4.17, 'roll': -0.08}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.6,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:35
fear,0.75,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.525,FLUCTUATING,7,3.2,CENTER,1.0,0,"{'yaw': -2.46, 'pitch': 4.9, 'roll': -0.06}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.9,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:36
fear,0.4,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.28,FLUCTUATING,7,3.3,CENTER,1.0,0,"{'yaw': -1.86, 'pitch': 4.41, 'roll': -0.07}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,19.0,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:36
happy,0.97,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.679,FLUCTUATING,7,3.27,CENTER,1.0,0,"{'yaw': -3.85, 'pitch': 2.57, 'roll': -0.12}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,4.0,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:37
angry,0.6,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.79,0.42,UNSTABLE,7,3.25,CENTER,1.0,0,"{'yaw': -3.47, 'pitch': 2.49, 'roll': -0.11}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,19.0,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:38
sad,0.82,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.76,0.574,FLUCTUATING,7,3.17,CENTER,1.0,0,"{'yaw': -1.27, 'pitch': 1.56, 'roll': -0.07}",disgust,0.22666666666666666,medium,0.4067,0.0,False,LOW,0.0,18.9,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:38
fear,0.71,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.497,FLUCTUATING,7,3.15,CENTER,1.0,0,"{'yaw': -3.08, 'pitch': 1.35, 'roll': -0.1}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,18.9,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:40
neutral,0.44,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.308,UNSTABLE,7,3.1,CENTER,1.0,0,"{'yaw': -2.6, 'pitch': 1.41, 'roll': -0.11}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,6.9,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:40
neutral,0.4,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.28,UNSTABLE,7,3.1,CENTER,1.0,0,"{'yaw': -3.66, 'pitch': 0.96, 'roll': -0.12}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,6.9,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:41
fear,0.8,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.56,UNSTABLE,7,2.99,CENTER,1.0,0,"{'yaw': -3.16, 'pitch': 1.19, 'roll': -0.12}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,18.8,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:41
sad,0.73,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.635,UNSTABLE,7,2.91,CENTER,1.0,0,"{'yaw': -3.61, 'pitch': 1.69, 'roll': -0.09}",sad,0.34,medium,0.3767,0.0,True,LOW,0.0,18.8,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:42
sad,0.44,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.98,0.49,UNSTABLE,7,2.84,CENTER,1.0,0,"{'yaw': -3.98, 'pitch': 1.58, 'roll': -0.1}",sad,0.34,medium,0.3767,0.0,True,LOW,0.0,18.8,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-07 16:54:43
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,1.0,0.679,UNSTABLE,7,2.74,CENTER,1.0,0,"{'yaw': -3.23, 'pitch': 0.96, 'roll': -0.08}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,6.7,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-07 16:54:43
neutral,0.94,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.92,0.658,FLUCTUATING,7,2.82,CENTER,1.0,0,"{'yaw': 0.1, 'pitch': 1.65, 'roll': -0.06}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,6.7,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-07 16:54:44
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.693,FLUCTUATING,7,2.93,CENTER,1.0,0,"{'yaw': 0.46, 'pitch': 1.55, 'roll': -0.07}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,6.8,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:45
angry,0.43,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.301,FLUCTUATING,7,2.96,CENTER,1.0,0,"{'yaw': -4.49, 'pitch': 0.98, 'roll': -0.1}",sad,0.34,medium,0.3767,0.0,False,LOW,0.0,18.8,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:45
neutral,0.6,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.42,FLUCTUATING,7,3.06,CENTER,1.0,0,"{'yaw': -5.92, 'pitch': 0.47, 'roll': -0.14}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.9,11.4,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:46
neutral,0.95,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.9,0.665,FLUCTUATING,7,2.92,CENTER,1.0,0,"{'yaw': -4.08, 'pitch': 1.96, 'roll': -0.11}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.8,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:47
sad,0.56,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.78,0.545,FLUCTUATING,7,2.88,CENTER,1.0,0,"{'yaw': -3.2, 'pitch': 1.49, 'roll': -0.08}",sad,0.33,medium,0.3733,0.0,True,LOW,0.0,18.8,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-07 16:54:48
neutral,0.97,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.98,0.679,FLUCTUATING,7,2.81,CENTER,1.0,0,"{'yaw': -2.13, 'pitch': 1.38, 'roll': -0.07}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.7,11.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.4}",Stable emotional condition,2026-07-07 16:54:48
fear,0.83,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.88,0.581,FLUCTUATING,7,3.01,CENTER,1.0,0,"{'yaw': 2.1, 'pitch': 3.22, 'roll': -0.07}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,18.8,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Negative emotional state,2026-07-07 16:54:49
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.7,FLUCTUATING,7,3.06,CENTER,1.0,0,"{'yaw': 0.66, 'pitch': 2.59, 'roll': -0.07}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.9,12.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:49
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.87,0.7,FLUCTUATING,7,3.07,CENTER,1.0,0,"{'yaw': -0.29, 'pitch': 2.43, 'roll': -0.07}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.9,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.5}",Stable emotional condition,2026-07-07 16:54:50
neutral,0.55,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.385,FLUCTUATING,7,3.22,CENTER,1.0,0,"{'yaw': -7.15, 'pitch': 1.14, 'roll': -0.15}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,6.9,11.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:51
neutral,0.93,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.651,FLUCTUATING,7,3.37,CENTER,1.0,0,"{'yaw': -6.98, 'pitch': -0.06, 'roll': -0.15}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,7.0,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:51
angry,0.45,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.74,0.315,FLUCTUATING,7,3.31,CENTER,1.0,0,"{'yaw': -2.2, 'pitch': 2.5, 'roll': -0.07}",sad,0.33,medium,0.3733,0.0,False,LOW,0.0,19.0,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Negative emotional state,2026-07-07 16:54:52
neutral,0.59,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.85,0.413,FLUCTUATING,7,3.25,CENTER,1.0,0,"{'yaw': -2.34, 'pitch': 1.89, 'roll': -0.09}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,7.0,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:54:53
sad,0.42,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.73,0.497,FLUCTUATING,7,3.36,CENTER,1.0,0,"{'yaw': 1.3, 'pitch': 1.54, 'roll': -0.1}",sad,0.37333333333333335,low,0.37,0.0,True,LOW,0.0,19.0,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:53
happy,0.96,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.672,UNSTABLE,7,3.49,CENTER,1.0,0,"{'yaw': -7.36, 'pitch': 2.11, 'roll': -0.18}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,4.1,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:54
happy,0.95,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.665,UNSTABLE,7,3.53,CENTER,1.0,0,"{'yaw': -6.6, 'pitch': 1.33, 'roll': -0.15}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,4.1,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:54:55
angry,0.55,angry,angry,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.385,FLUCTUATING,7,3.45,CENTER,1.0,0,"{'yaw': -1.59, 'pitch': 1.49, 'roll': -0.07}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,19.1,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Negative emotional state,2026-07-07 16:54:55
fear,0.99,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.693,UNSTABLE,7,3.42,CENTER,1.0,0,"{'yaw': 1.28, 'pitch': 3.05, 'roll': -0.07}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,19.0,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Negative emotional state,2026-07-07 16:54:56
fear,0.84,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.588,UNSTABLE,7,3.3,CENTER,1.0,0,"{'yaw': -2.21, 'pitch': 2.98, 'roll': -0.07}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,19.0,11.5,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Negative emotional state,2026-07-07 16:54:57
fear,0.96,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.672,UNSTABLE,7,3.37,CENTER,1.0,0,"{'yaw': 0.47, 'pitch': 2.82, 'roll': -0.05}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,19.0,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Negative emotional state,2026-07-07 16:54:57
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.7,UNSTABLE,7,3.43,CENTER,1.0,0,"{'yaw': 0.42, 'pitch': 2.81, 'roll': -0.07}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,7.0,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:58
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.693,UNSTABLE,7,3.49,CENTER,1.0,0,"{'yaw': 0.49, 'pitch': 2.53, 'roll': -0.06}",sad,0.37333333333333335,low,0.37,0.0,False,LOW,0.0,7.1,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:54:58
sad,0.92,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.765,UNSTABLE,7,3.5,CENTER,1.0,0,"{'yaw': -1.87, 'pitch': 1.02, 'roll': -0.07}",sad,0.4105555555555555,medium,0.3967,0.0,True,LOW,0.0,19.1,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:00
neutral,0.63,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.441,UNSTABLE,7,3.53,CENTER,1.0,0,"{'yaw': -2.94, 'pitch': 0.46, 'roll': -0.08}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,7.1,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:00
neutral,0.91,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.637,UNSTABLE,7,3.53,CENTER,1.0,0,"{'yaw': -0.86, 'pitch': 1.16, 'roll': -0.1}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,7.1,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:01
happy,0.96,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.672,UNSTABLE,7,3.59,CENTER,1.0,0,"{'yaw': -3.07, 'pitch': -0.24, 'roll': -0.11}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,4.1,10.7,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:02
neutral,1.0,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.7,FLUCTUATING,7,3.61,CENTER,1.0,0,"{'yaw': -2.59, 'pitch': 0.51, 'roll': -0.1}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,7.1,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:02
neutral,0.93,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.651,FLUCTUATING,7,3.59,CENTER,1.0,0,"{'yaw': -1.35, 'pitch': 1.55, 'roll': -0.1}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,7.1,10.8,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 8.8, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:03
happy,0.63,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.441,FLUCTUATING,7,3.59,CENTER,1.0,0,"{'yaw': -3.61, 'pitch': 2.02, 'roll': -0.11}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,4.1,10.9,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:03
happy,0.86,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.602,FLUCTUATING,7,3.56,CENTER,1.0,0,"{'yaw': -1.57, 'pitch': 1.65, 'roll': -0.07}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,4.1,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:04
neutral,0.42,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.294,FLUCTUATING,7,3.53,CENTER,1.0,0,"{'yaw': -1.38, 'pitch': 0.92, 'roll': -0.07}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,7.1,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:05
happy,1.0,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.7,FLUCTUATING,7,3.5,CENTER,1.0,0,"{'yaw': -1.4, 'pitch': 1.15, 'roll': -0.08}",sad,0.4105555555555555,medium,0.3967,0.0,False,LOW,0.0,4.1,11.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:05
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.693,STABLE,7,3.38,CENTER,1.0,0,"{'yaw': -2.43, 'pitch': 1.16, 'roll': -0.09}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,7.0,11.2,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:07
neutral,0.99,neutral,neutral,LOW,LOW,LOW,LOW,FOCUSED,0.84,0.693,STABLE,7,3.36,CENTER,1.0,0,"{'yaw': -1.01, 'pitch': 1.64, 'roll': -0.06}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,7.0,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:07
fear,0.99,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.693,FLUCTUATING,7,3.53,CENTER,1.0,0,"{'yaw': -7.16, 'pitch': 2.13, 'roll': -0.17}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,19.1,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Negative emotional state,2026-07-07 16:55:08
happy,0.74,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.518,FLUCTUATING,7,3.67,CENTER,1.0,0,"{'yaw': -3.99, 'pitch': 4.43, 'roll': -0.06}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,4.2,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Stable emotional condition,2026-07-07 16:55:09
fear,0.52,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.364,FLUCTUATING,7,3.53,CENTER,1.0,0,"{'yaw': -2.23, 'pitch': 2.69, 'roll': -0.1}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,19.1,11.1,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.3, 'eye_avoidance': 0.0, 'head_movement': 1.8}",Negative emotional state,2026-07-07 16:55:09
happy,0.52,happy,happy,LOW,LOW,LOW,LOW,FOCUSED,0.83,0.364,FLUCTUATING,7,3.46,CENTER,1.0,0,"{'yaw': -2.92, 'pitch': 1.29, 'roll': -0.1}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,4.1,11.3,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 9.8, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:10
sad,0.62,sad,sad,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.572,FLUCTUATING,7,3.47,CENTER,1.0,0,"{'yaw': -2.66, 'pitch': -0.04, 'roll': -0.07}",sad,0.32388888888888884,medium,0.36,0.0,True,LOW,0.0,19.1,11.6,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Stable emotional condition,2026-07-07 16:55:10
fear,0.66,fear,fear,LOW,LOW,LOW,LOW,FOCUSED,0.67,0.462,FLUCTUATING,7,3.35,CENTER,1.0,0,"{'yaw': -3.11, 'pitch': -0.02, 'roll': -0.05}",sad,0.32388888888888884,medium,0.36,0.0,False,LOW,0.0,19.0,12.0,LOW,"{'visual_stress': 0.0, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.7}",Negative emotional state,2026-07-07 16:55:11
happy,1.0,happy,happy,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.73,0.7,FLUCTUATING,8,3.15,CENTER,1.0,0,"{'yaw': -3.48, 'pitch': 2.2, 'roll': -0.06}",sad,0.32388888888888884,medium,0.36,0.0,False,MEDIUM,0.368,19.2,19.2,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:55:12
neutral,0.95,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.73,0.665,FLUCTUATING,8,3.15,CENTER,1.0,0,"{'yaw': -1.83, 'pitch': 1.36, 'roll': -0.05}",sad,0.32388888888888884,medium,0.36,0.0,False,MEDIUM,0.368,22.2,23.5,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.9, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:55:12
neutral,0.98,neutral,neutral,MEDIUM,MEDIUM,LOW,LOW,FOCUSED,0.73,0.686,FLUCTUATING,8,3.15,CENTER,1.0,0,"{'yaw': -1.89, 'pitch': 0.91, 'roll': -0.07}",sad,0.3405555555555555,medium,0.3833,0.0,False,MEDIUM,0.361,22.2,25.9,LOW,"{'visual_stress': 17.5, 'audio_stress': 0.0, 'emotion_instability': 10.3, 'eye_avoidance': 0.0, 'head_movement': 1.6}",Stable emotional condition,2026-07-07 16:55:14
