emotion,actor,aud_pitch,aud_energy,aud_speech_rate,aud_silence_ratio,aud_voice_stability,aud_spectral_centroid,aud_zcr,aud_energy_variance,aud_mfcc_1,aud_mfcc_2,aud_mfcc_3,aud_mfcc_4,aud_mfcc_5,aud_mfcc_6,aud_mfcc_7,aud_mfcc_8,aud_mfcc_9,aud_mfcc_10,aud_mfcc_11,aud_mfcc_12,aud_mfcc_13,aud_delta_mfcc_1,aud_delta_mfcc_2,aud_delta_mfcc_3,aud_delta_mfcc_4,aud_delta_mfcc_5,aud_delta_mfcc_6,aud_delta_mfcc_7,aud_delta_mfcc_8,aud_delta_mfcc_9,aud_delta_mfcc_10,aud_delta_mfcc_11,aud_delta_mfcc_12,aud_delta_mfcc_13,aud_delta2_mfcc_1,aud_delta2_mfcc_2,aud_delta2_mfcc_3,aud_delta2_mfcc_4,aud_delta2_mfcc_5,aud_delta2_mfcc_6,aud_delta2_mfcc_7,aud_delta2_mfcc_8,aud_delta2_mfcc_9,aud_delta2_mfcc_10,aud_delta2_mfcc_11,aud_delta2_mfcc_12,aud_delta2_mfcc_13,aud_chroma_1,aud_chroma_2,aud_chroma_3,aud_chroma_4,aud_chroma_5,aud_chroma_6,aud_chroma_7,aud_chroma_8,aud_chroma_9,aud_chroma_10,aud_chroma_11,aud_chroma_12,aud_contrast_1,aud_contrast_2,aud_contrast_3,aud_contrast_4,aud_contrast_5,aud_contrast_6,aud_contrast_7,aud_tonnetz_1,aud_tonnetz_2,aud_tonnetz_3,aud_tonnetz_4,aud_tonnetz_5,aud_tonnetz_6,vis_avg_ear,vis_avg_yaw,vis_avg_pitch,vis_avg_roll,vis_left_gaze_ratio,vis_right_gaze_ratio,vis_center_gaze_ratio,vis_gaze_stability,vis_movement_score,vis_blink_rate,tim_response_latency,tim_pause_ratio,tim_speech_rate,tim_voiced_ratio,tim_mean_pause
angry,Actor_06,275.34848,0.0110809,198.76802884615384,0.6012534653678954,0.10526585,3094.739509659383,0.2273190676510989,0.007000322,-364.11404,21.625107,-41.659554,-7.072666,-12.074265,-18.580112,-9.20385,-10.314624,-8.039837,1.834636,-1.5252867,9.233311,9.738051,-0.20758258,-0.09368054,0.07439866,-0.012284803,-0.013064981,0.062689394,0.0952331,0.051939316,-0.057442088,-0.054310236,0.029800111,0.005154117,-0.013789576,-0.004486503,0.0024872036,0.007929838,-0.0026415417,-0.0118917525,-0.009565375,-0.00066365907,-0.00067810697,-0.0035722028,0.0055499966,0.008859671,-0.0005313617,0.00014780904,0.45266798,0.4142189,0.45484185,0.4328338,0.3570738,0.38576603,0.3908476,0.3744007,0.36882502,0.41144058,0.41143313,0.4536153,16.961867364840423,12.91989002537258,19.681712102902424,18.255464034535564,19.383510429528933,19.92435914183008,45.97190079170956,-0.0404413720539283,0.031291168436664,-0.0071509289875076,-0.0757751829172537,-0.0136851121488183,0.0121237712545745,0.3278719133487035,0.8531209847419002,-0.29745904534206863,-0.10566621468015974,0.0,0.0,1.0,1.0,1.4994982198518017,28.44256173302593,1.065,0.6918,1.6726,0.3082,0.2679
angry,Actor_06,274.26584,0.019896595,123.046875,0.537469469510388,0.14105529,3299.396544088944,0.2527694702148437,0.012322125,-327.07623,20.48599,-34.419662,-11.536446,-12.797208,-21.496017,-6.0878186,-12.961509,-10.379994,1.7029616,-9.984506,-1.2272638,1.6437961,-0.0034237702,-0.004842838,-0.004841725,-0.004839917,-0.004837364,-0.0048340657,-0.004830072,-0.0048253336,-0.00481985,-0.004813671,-0.0048067644,-0.004799118,-0.004790773,-2.0782152e-05,-2.8739372e-05,-2.870957e-05,-2.870957e-05,-2.870957e-05,-2.8682252e-05,-2.8654933e-05,-2.8647482e-05,-2.8607747e-05,-2.8560558e-05,-2.8522065e-05,-2.8471151e-05,-2.8440109e-05,0.42879412,0.36106607,0.38689327,0.37632513,0.3220497,0.36748067,0.42399433,0.34625491,0.3446345,0.43114018,0.50403726,0.49869743,16.132126534720992,13.678417249170186,19.497190987718213,20.1558245859885,20.0119113757852,21.213959760130454,44.92699064314312,0.0011363010071001,0.0274670124353513,-0.0192135834307316,-0.0707145532639214,-0.0122346084637702,-0.0108554338194152,0.329891733878052,0.5516003797428628,-0.5282916182294544,-0.11120136079058136,0.0,0.0,1.0,1.0,1.4148933301960602,28.40216532243896,0.99,0.6395,1.5873,0.3605,0.2571
angry,Actor_06,274.84622,0.011717769,135.99917763157896,0.5885747902910061,0.10824864,3146.2894933764514,0.2267598364637305,0.007394426,-359.24316,19.31459,-36.0883,-6.2428174,-11.753879,-18.160234,-3.8496954,-13.729935,-11.142834,0.019436851,-10.446549,-0.6033976,7.2613387,-0.032157503,-0.030389894,-0.0064817043,-0.00073927053,-0.0026711677,0.008289614,0.02059432,0.012051192,-0.008575153,-0.016345924,-0.009906788,-0.0057667647,-0.0068049557,0.0042474284,0.004022401,0.0025151602,0.0057986807,0.009005293,0.007079777,0.004061654,0.0047929767,0.005994903,0.003715021,0.0011914307,0.0018223481,0.002553179,0.53926355,0.3976093,0.27338782,0.28181523,0.29610378,0.32326868,0.344225,0.36313203,0.41962776,0.40072414,0.43846667,0.5305729,18.527927278119936,14.395962630050285,19.42346955494668,20.372454690351383,20.65319108918361,22.07217051275782,45.46597903073145,0.0048846484491604,0.0289097971422658,0.013622596207282,0.0820424653676582,0.0003595953340049,0.016986155267829,0.31728432964078246,1.0833399273004398,-0.7327841117673389,-0.09751388898697982,0.0,0.0,1.0,1.0,1.984318600810373,28.65431340718435,1.005,0.6768,1.7957,0.3232,0.2475
fearful,Actor_06,274.5432,0.0110270055,112.34714673913044,0.566344535195461,0.10500955,3369.1745514049894,0.3293565883757962,0.0064104893,-347.19345,46.535477,-11.327107,3.4127245,3.1690507,-9.58525,-8.924841,-9.855503,-3.4450178,0.9050071,-7.7689333,-4.175273,-5.2429214,-0.5964836,-0.012184095,0.35258576,-0.112327926,-0.058918424,0.13436188,0.0070629697,0.026664874,-0.08480606,-0.16917259,0.009071198,0.083455496,-0.02072446,-0.05509519,0.026279349,0.019467387,0.0018467843,-0.01484309,0.019065177,0.0013206354,0.0029873787,0.014545826,-0.0022170742,-0.004750434,0.0010879602,-0.007266902,0.52460223,0.49274635,0.53631276,0.44299787,0.38385746,0.35721886,0.36176017,0.4317367,0.46196383,0.56407154,0.5928674,0.57571703,17.1085450513389,16.383041599608646,17.855692538371365,16.17921931206134,17.309497665565992,16.81528451355293,45.56917509551823,-0.0110877691048593,0.0746740422641316,-0.0572864299752768,-0.0912438852187532,0.0074081385652992,0.0018584638564094,0.3543882845687758,1.3502535831241866,0.30034935491149195,-0.10972816097713985,0.0,0.0,1.0,1.0,1.999404157223331,27.912234308624484,1.035,0.6183,1.6598,0.3817,0.2175
fearful,Actor_06,270.2893,0.01556284,117.45383522727272,0.566329290983228,0.12475111,3208.154227826121,0.2911499842701342,0.009288035,-308.0771,49.771885,-22.734545,10.348047,3.9551592,-12.011139,-9.543407,-14.920105,-3.1872115,4.6055546,-9.837167,-6.96556,-0.28589728,0.13419174,0.12411205,0.15432373,-0.03676561,-0.032202214,0.022587316,-0.055216476,0.020105833,0.0215668,-0.077112176,0.020106245,0.0682367,-0.05118019,-0.22096708,-0.05241408,0.10131034,-0.044221353,-0.0058604856,0.06012223,0.016185917,0.02420572,-0.03471089,-0.06432341,0.021892289,-0.030513603,-0.074566655,0.44705957,0.38979226,0.38422853,0.39951545,0.35853875,0.38244307,0.36751315,0.4293245,0.53893954,0.6100874,0.6864485,0.5519857,18.093205793861124,15.78788664877229,16.73035336220023,15.204147333686196,17.56472898900033,18.36514076459945,45.15054957032665,-0.0573834358119855,0.0663767792734674,-0.0415548102698924,-0.0819293882372797,0.0025172988587316,-0.0061571937864614,0.32662405991427484,-0.035570832364654095,0.09519180669033542,-0.0847528280878341,0.0,0.0,1.0,1.0,1.33132283305125,28.4675188017145,1.065,0.6228,1.462,0.3772,0.24
fearful,Actor_06,275.26108,0.016182596,103.359375,0.5579930136551287,0.12721083,3106.969569022757,0.2743379667207792,0.009295828,-330.21524,47.710827,-17.030172,0.007803384,-1.6296833,-18.35951,-14.062272,-17.951763,-7.7520547,0.24635184,-12.008512,-5.6096416,-7.399341,0.29629397,0.20857815,0.036502603,0.07473093,-0.0053940685,-0.08541045,-0.11885877,-0.12218402,-0.017120412,0.029189171,-0.042586982,-0.025479892,0.061426826,0.034742825,0.051138736,0.018949138,-0.021579405,-0.0064423014,-0.016305162,-0.042279348,0.005928486,0.018477572,-0.018568048,0.0017470957,0.00990344,-0.011243859,0.47260627,0.45986938,0.48018378,0.44988444,0.3201434,0.25504717,0.27339035,0.34422186,0.4917338,0.49215123,0.49956974,0.48117208,19.35445724347507,17.413978589533258,19.144576140048308,17.309240037227074,18.14949930812884,18.92246989268205,45.64957076024939,-0.022119446281979,0.0218786363796808,-0.0376386219981831,-0.0235542646963031,0.0009524914027579,0.0056730273065184,0.33970038245968653,0.4815396054047051,1.017753241011031,-0.11982165320257165,0.0,0.0,1.0,1.0,1.6558077513191047,28.20599235080627,0.99,0.5654,0.8439,0.4346,0.355
fearful,Actor_06,269.86496,0.01476153,107.666015625,0.5622047040244392,0.12149704,3456.838371806526,0.3180198416804636,0.008554001,-337.20856,43.752323,-9.844875,4.8593664,4.134323,-12.524912,-12.188826,-11.209746,-4.3714695,0.49920008,-8.905047,-5.6650763,-6.448164,0.08773379,0.10729099,0.05236377,0.006662255,-0.007294822,-0.0048511834,-0.0012908581,-0.0026246002,-0.008637245,-0.012393168,-0.005846731,-0.004106373,-0.015424602,-0.05571242,-0.04601859,-0.0071846033,-0.00018170496,0.002555673,0.0019007487,-0.0031450475,-0.0017098496,0.00453486,0.007904867,0.0027807532,0.00031171492,0.0024809365,0.5678907,0.5807583,0.5229964,0.45129815,0.4318961,0.38809368,0.36906248,0.4009474,0.47388998,0.5192,0.56860125,0.56062627,19.096337954010032,16.44955046137485,16.711848729845364,15.817638525713132,17.293397324150398,17.558066988864923,45.168308920439685,-0.0474995736615164,0.0219478342165767,-0.0754232179937848,-0.0353826008774097,0.0335119118022228,-0.0060264919649358,0.3174091657418076,0.270688237595934,0.8887327078708319,-0.11889439412212208,0.0,0.0,1.0,1.0,1.3607328012038544,28.651816685163848,1.005,0.569,0.5747,0.431,0.5175
fearful,Actor_06,268.8721,0.016022457,143.5546875,0.5979849369045838,0.12657985,3294.3275333925485,0.2137054637738853,0.010091825,-349.8057,10.333245,-55.78422,-11.231372,-15.705115,-18.73719,-25.92921,-9.953247,-6.81157,17.336304,6.9774737,12.280223,15.012845,0.1907164,0.02944968,0.055600695,-0.011255325,-0.07756045,-0.047200732,-0.038555928,-0.025576433,-0.18265957,0.06754275,-0.026302945,-0.012622214,0.024301177,-0.090645745,0.012206296,0.014383565,0.027636006,0.043002613,-0.0044331793,0.033406433,-0.028723417,-0.0011554315,-0.0103613995,-0.014442984,0.017400417,-0.008956796,0.2549215,0.1665207,0.20035012,0.27393505,0.37193587,0.46843317,0.28399098,0.18981145,0.22487794,0.32420993,0.46691447,0.44476858,17.311970594878083,11.359816248382742,20.91862633269391,18.90910917026325,20.66592534836153,21.036097219208003,48.85536575289842,-0.0233822967024153,0.0695629522822219,-0.0897946151575539,0.0360532636467988,-0.0385301825954432,-0.027148451040103,0.11638999194524553,1.756779053983891,-1.079205344285385,-0.028491226420134845,0.0,0.0,1.0,1.0,2.9972281620548857,32.67220016109509,1.035,0.6846,1.9364,0.3154,0.2164
fearful,Actor_06,269.5815,0.012827612,135.99917763157896,0.5718978102189781,0.11325905,3245.560087740644,0.2155949519230769,0.007918405,-351.51447,5.6681523,-49.888973,-12.137798,-16.2629,-22.261307,-18.829643,-3.7612348,-4.001688,20.48812,11.183811,6.0422535,1.8064845,-0.05496646,0.021874132,0.08242676,0.0072526685,-0.0015717531,0.007392101,-0.0014777184,0.00047680354,-0.05858447,-0.06459224,0.027717492,0.032168876,-0.011224148,-0.0494799,-0.02993895,0.0065554474,-0.010570691,-0.010224881,0.010554888,0.026485482,0.034584302,0.01068052,-0.002906738,0.024176506,0.021395158,-0.016070116,0.2650095,0.1711601,0.14156272,0.16949275,0.22049004,0.37574217,0.47855043,0.44462013,0.38431692,0.3302531,0.4057069,0.42329314,19.73039183157314,11.536982645218352,22.17326289599333,20.55006444879212,21.44027843568865,21.58215303920681,47.59510064002366,-0.0533824827886231,0.0370909698200211,-0.0214340627575536,-0.0978749497683174,-0.0091349356901174,0.0166128456733601,0.29864031892476745,1.1507282857092018,1.5165252775645706,-0.09083927956955574,0.0,0.0,1.0,1.0,2.7580928428433285,29.02719362150465,1.035,0.6778,1.9526,0.3222,0.2186
fearful,Actor_06,275.31253,0.013423782,103.359375,0.5754038081137822,0.11586104,3445.9144414277725,0.2428334869953416,0.007866062,-331.3003,8.820119,-45.1075,-12.447443,-13.336457,-24.763163,-22.584335,-11.099389,-10.843486,13.573782,0.32866445,6.8428206,13.275075,-0.16361117,-0.08978568,0.031816803,-0.025167601,-0.03868276,0.0076845298,0.07708128,0.085139245,-0.03221122,-0.05410585,0.07233358,0.07183819,-0.035346795,-0.011400442,-0.017506653,-0.016591433,-0.0042453404,0.010983585,0.023443643,0.023587905,0.01237461,0.024264034,0.02895779,0.0052788644,-0.0128363315,-0.025870774,0.17057164,0.23123747,0.24027091,0.30876616,0.41973782,0.38315302,0.2627337,0.23484409,0.31715497,0.4980726,0.56928533,0.31347483,17.682895249076996,12.822792947091113,20.293166896160933,18.20531892363278,20.98623696737958,21.45402564774172,48.697355721918846,-0.0095329728410392,0.015478458756108,-0.0401751159333126,-0.0224577438972768,-0.0026516045249134,-0.0334842560944069,0.3427318995569488,1.7792969509629992,1.2646500761386765,-0.10445743420265857,0.0,0.0,1.0,1.0,3.148404461304335,28.145362008861024,0.99,0.6492,1.6129,0.3508,0.2375
fearful,Actor_06,268.68628,0.024878327,92.28515625,0.5553195878790821,0.15772864,3496.391506590416,0.2398158482142857,0.015105514,-308.83835,10.201432,-48.192646,-20.43002,-12.76998,-20.476168,-17.766422,-0.37109208,-0.29349607,24.083012,6.11078,-2.6768677,5.9622636,0.36074895,-0.024562905,-0.061827667,0.016207162,0.029152663,-0.017874533,-0.1317125,-0.03105384,0.0010163354,0.06331708,-0.019078,-0.11024564,0.09170444,0.06648048,0.0063960273,0.023468817,-0.033365197,-0.033459082,-0.022448273,-0.0047783526,-0.034673188,-0.015239126,0.0118316645,0.0019045143,-0.011036956,-0.0344805,0.15492429,0.16187868,0.12723604,0.13474382,0.23200314,0.42422736,0.4952517,0.3340137,0.27720222,0.39515325,0.6051769,0.34238446,19.03736204954219,12.281122845865172,20.92611058534382,18.4687752932682,21.368384136318,22.180873373143665,47.9162856861504,-0.0501441147949635,0.019487787965817,-0.0546429668891576,-0.162305608116993,0.0058123067336007,0.010498930423185,0.3303030542715942,1.3642862319016025,-0.046854279253638276,-0.08662534551631938,0.0,0.0,1.0,1.0,2.1164416231580465,28.393938914568118,1.005,0.6452,1.6129,0.3548,0.2425
disgust,Actor_06,274.58618,0.016600858,103.359375,0.4071298202011572,0.12884429,3119.7496697484826,0.2541811103062913,0.007717139,-249.68036,57.1953,-6.289339,4.351694,-4.7204523,-8.998034,-15.196865,-11.978426,-6.732116,-2.7802489,-5.8042164,-4.6868186,-9.094306,0.40539086,0.24106881,0.015893405,0.0031838322,-0.007601378,-0.008821449,0.0066474383,-0.014549925,-0.00022999971,-0.0074766646,-0.028304435,-0.04405969,-0.027237361,0.024913479,-0.010101612,-0.009338758,0.0163003,0.019605495,0.004712139,0.004607368,0.011754011,0.0337153,0.017634045,0.026250308,0.028396616,-0.0010628258,0.3656589,0.39020616,0.39879686,0.37890276,0.3795661,0.3788572,0.44631836,0.4165233,0.4083995,0.48365793,0.59026694,0.50019157,17.67435693465173,16.236248037348975,16.367220220545363,16.40417113567361,16.954493083927698,16.15774679490422,45.06403159429345,-0.0426801053157413,0.0235997027094307,-0.1168432035822644,-0.1257520858398857,0.0365274747926883,0.0042946500921876,0.21282214165569732,-0.6136621217118011,0.9214384900522535,-0.09911779575734676,0.0,0.0,1.0,1.0,1.6342184075214015,30.743557166886053,0.42,0.4914,2.2989,0.5086,0.0919
disgust,Actor_06,275.3458,0.014464756,86.1328125,0.4993681975046456,0.12026951,3549.658308443673,0.2495886761209239,0.008132535,-266.70126,45.342445,-3.3032207,11.051667,-2.1978214,-3.373646,-10.406924,-8.678525,-2.620981,2.399341,-6.4439855,-1.8327463,-3.3744745,0.2693813,0.13474025,-0.10717933,-0.009180396,0.007365154,-0.04742246,-0.10366352,-0.12104705,-0.061440744,-0.02270825,-0.048363354,-0.058502767,-0.02273886,-0.06545405,-0.0045477464,0.029014768,-0.013890137,-0.01334308,-0.0073245377,0.011693498,0.0044994573,-0.005088727,0.0031978346,-0.009936426,-0.012536311,-0.010925024,0.44360492,0.39229253,0.37788865,0.42639837,0.44928595,0.44870526,0.39767092,0.42417842,0.5328471,0.55242956,0.6038996,0.53565454,17.90453603755554,15.222560733562691,15.019158584864542,14.955304887834933,15.777958315677008,16.121724677478984,44.38503862625821,-0.0446589005121211,0.0299826966621185,-0.0666308877318999,-0.0134932811172055,0.0124374172129331,0.0038527603990034,0.29040577008835183,3.434211138872062,0.6461801381620741,-0.1500466275575631,0.0,0.0,1.0,1.0,4.2304379045917,29.191884598232964,1.005,0.5795,1.8846,0.4205,0.1856
disgust,Actor_06,269.2949,0.027897008,161.4990234375,0.550295498950281,0.16702396,3661.827711765216,0.326080890916149,0.015391486,-318.36728,43.23903,7.3998494,-2.1509016,-2.9714212,-2.146884,-16.688158,-7.573629,-4.61966,-1.7917429,-6.448236,-1.510368,-5.9092245,0.44240424,0.29235798,0.0954642,0.009594674,0.061668433,0.100254074,0.045589946,0.02561636,0.03582875,0.056238476,0.039380774,0.024349006,0.049810257,0.122957334,0.06060772,0.03416439,-0.012274114,-0.031411525,-0.01028419,0.018288132,0.025574625,0.013305097,0.021463655,0.025763026,0.030843448,0.043853503,0.50918484,0.47646654,0.49679902,0.49053094,0.47677115,0.4547271,0.48356435,0.48574743,0.5008488,0.54498374,0.5231368,0.48249465,16.162491685675935,15.997567894487643,16.92821239681826,15.58155029557518,16.172211815719024,15.533939150400098,44.01793777415767,-0.0252234082128588,0.0570261670717603,-0.0300496787408382,-0.0040833078489661,0.0111837417609455,0.0187811211557041,0.26639621518574413,5.6899003356006155,2.7201889818054803,-0.17726676047410445,0.0,0.0,1.0,1.0,8.587356077880203,29.672075696285116,0.96,0.5444,0.8065,0.4556,0.345
disgust,Actor_06,268.7898,0.012401476,234.90767045454547,0.5280302244952025,0.11136191,3144.928880410381,0.2266544117647058,0.007175855,-322.15335,42.344654,0.5067975,-1.9785972,-0.2029744,-7.216157,-17.553534,-10.01415,-2.8476117,-4.103618,-10.0384245,-0.9944589,-5.8834476,0.2168335,0.19937405,0.057511162,0.0006228503,0.04754267,0.034418106,0.006052275,0.016485315,0.019417286,0.012560138,0.006249372,0.026066862,0.02967554,-0.0068280725,0.0036489374,0.006511063,0.004526458,-0.028421745,-0.0015138654,0.0063852114,-0.005226313,-0.015191252,0.011056504,0.015134012,0.0027404027,-0.0021667087,0.38591784,0.32943687,0.3421938,0.4337419,0.39320585,0.32586232,0.33860752,0.348671,0.4815035,0.46520054,0.4485752,0.4429482,19.19191649705201,16.51503859541708,16.922472835168016,16.428887506814206,17.304092549363528,16.840140597199383,41.57572510448577,-0.068217308415998,-0.0004319214314453,0.008328146386124,0.0076417135745829,-0.0107287363725469,-0.0183613060908528,0.24857035795431734,-3.7414614143966687,0.7762193219677065,-0.11987846391631557,0.0,0.0,1.0,1.0,4.637559200280691,30.028592840913653,1.005,0.5977,1.5326,0.4023,0.225
disgust,Actor_06,274.3021,0.012918373,112.34714673913044,0.574917554340382,0.11365902,3157.0946747830417,0.2318522135416666,0.0088604065,-334.57993,28.739578,-19.281618,2.6991897,-11.6604185,-18.24449,-11.898899,-8.231114,-8.804025,-1.2721542,-7.936022,-6.796749,-8.188656,-0.02661461,-0.012806472,0.014661666,0.007536611,0.0018037468,0.014143052,0.02819135,0.029780686,0.0124302115,0.003329677,0.020893283,0.02526231,0.003511962,0.012352605,0.0063545676,-0.0029287927,0.0031790887,0.00336293,-0.00274742,-0.0073868893,-0.011838425,-0.008294303,-0.0035110482,-0.009778535,-0.010514664,-0.00039971003,0.31169948,0.29997003,0.28052115,0.33670443,0.40537345,0.37810507,0.43481377,0.5039564,0.5160706,0.46789497,0.41676843,0.35813108,16.666846084731382,18.574010987626583,18.33965928471406,18.200999386169524,18.91673261304459,18.73022093155852,45.45342932682046,-0.0186134183616837,0.0394935081006423,-0.0019888046018594,-0.0498183219291785,0.0042888657630306,-0.0017837668455803,0.23502865783448026,-3.8419439450182122,0.06464530409534001,-0.12646452144531642,0.0,0.0,1.0,1.0,4.50613683331047,30.299426843310396,1.005,0.7158,1.8713,0.2842,0.255
disgust,Actor_06,275.139,0.011073165,117.45383522727272,0.5612034509370285,0.1052291,3016.929526461116,0.2654239430147059,0.006897609,-365.7893,41.39602,-22.571152,0.5874084,-11.324267,-15.276663,-12.021709,-9.284982,-6.6191134,-1.6740938,-7.480577,-1.4004425,-9.11685,-0.0004807416,3.278396e-05,8.815317e-05,-0.0020600937,-0.0029186474,0.0005206613,0.0050376668,0.006166343,0.005030385,0.005239969,0.006737002,0.0076036844,0.008336112,-0.006373192,-0.009452057,-0.008672318,-0.0048839743,-0.0011803206,-0.0008153311,-0.0017945514,-0.0008267557,0.0009837081,0.0009851189,5.566653e-05,0.00030784606,0.0009542045,0.5190732,0.41582373,0.36363357,0.46777138,0.41279405,0.40916166,0.40819967,0.39291656,0.3617605,0.38157815,0.41595608,0.45193812,16.38584394174884,17.502334460453607,18.022120604603,17.418127343015396,17.610177463699735,17.74711888009329,43.572413760858495,-0.0647217705436683,0.042153842254527,-0.018074508623549,0.0047660385415995,0.0289768712673296,0.0128313828014892,0.2605870170461143,-3.6237854222726655,0.08916998025730673,-0.1030549070042971,0.0,0.0,1.0,1.0,4.606805991146816,29.788259659077713,1.035,0.6398,1.788,0.3602,0.2121
disgust,Actor_06,270.25528,0.010232212,123.046875,0.5531654385334291,0.101154394,3294.437350645038,0.2709932875359195,0.0064191967,-359.99982,49.375492,-14.71998,1.4098054,-2.9827175,-14.225356,-15.782128,-6.4917436,-5.213949,-2.1775248,-10.718266,-0.4551229,-6.77262,0.114360064,0.09768616,-0.0021818972,-0.019709926,0.002283456,-0.028575942,-0.074545346,-0.050814334,0.0054704514,0.0010022789,-0.045368906,-0.04346901,0.003971078,-0.024004728,-0.027018372,-0.012283464,0.000163847,0.0066274684,0.0077757123,0.003894806,-0.002428755,-0.005950896,-0.0056329607,-0.0053805797,-0.0058184164,-0.0036004563,0.53796655,0.5086218,0.50797033,0.5685595,0.524506,0.45646593,0.42101517,0.4023554,0.43066815,0.460047,0.47416642,0.51446533,18.6750332070294,16.05781141362967,17.587344912272773,16.393937589111477,17.23166997902552,17.720535425171068,46.07165923340303,-0.0224661454061816,0.056261130027337,-0.0414115776570153,-0.0264022735204422,-0.0009189380340408,0.0065919593275637,0.287952867332202,-2.1904215230488977,-0.6434479319888021,-0.0951460538528998,0.0,0.0,1.0,1.0,2.997785504813388,29.240942653355958,0.99,0.6082,0.995,0.3918,0.315
disgust,Actor_06,273.8306,0.020899761,135.99917763157896,0.5147168001096478,0.1445675,2921.737963731589,0.2168025526889535,0.012614937,-330.83038,49.394287,2.153194,3.3594515,-1.6527975,-6.200443,-7.6915708,-0.96458685,-1.6215799,3.0812685,0.24373555,4.600295,0.16949026,0.22569683,0.2797343,0.18107459,0.06789853,-0.019824425,-0.066348255,-0.07757249,-0.066392474,-0.042436488,-0.011840488,0.018900568,0.04186573,0.050454117,0.02800875,0.03713628,0.030218136,0.020566797,0.010970488,0.004021101,0.0005763629,-0.00027737784,0.00034541308,0.0023045666,0.0057191183,0.009513352,0.011560718,0.6471004,0.6258142,0.58911747,0.51505655,0.45157787,0.40705425,0.36246902,0.34987202,0.40231457,0.413694,0.47202775,0.5178253,19.472118016112347,16.91093959627223,18.350706404700823,17.71589836171511,17.58464094393715,16.91584610032036,45.56098928357649,-0.0338672421090199,0.030785994887173,-0.1535486275151502,-0.0052150323009661,0.0318886971684704,-0.001189666119645,0.2270507679656171,-3.944295701054122,0.36530922288621687,-0.1322559112652464,0.0,0.0,1.0,1.0,4.651019400371131,30.45898464068766,0.99,0.6084,1.5209,0.3916,0.2275
surprised,Actor_06,274.37228,0.0127040995,78.30255681818181,0.6259055305673491,0.112712465,3305.9623559497536,0.2695696149553571,0.008149635,-377.08154,54.986603,-10.176512,3.244397,-1.1978986,-8.032019,-9.451846,-9.33516,-3.9941406,-0.37779123,-6.695759,-2.951296,-5.9812946,0.09489594,0.064725496,-0.015706906,-0.026599012,-0.047875486,-0.08439775,-0.08583972,-0.070224755,-0.0742463,-0.074225664,-0.0613401,-0.04177807,-0.013286591,-0.0480057,-0.058849253,-0.053090613,-0.0359465,-0.025577389,-0.023002855,-0.026340485,-0.018123643,-0.016485756,-0.022602312,-0.01624164,-0.018788563,-0.009859578,0.5459801,0.51773906,0.5019776,0.5874634,0.624032,0.53313804,0.46908647,0.4076723,0.40541002,0.43054256,0.5100527,0.5296456,17.350069612732234,14.708251347487684,15.358175410353072,15.203404916034383,16.102446237838652,15.794592780370248,42.31343163588127,-0.0577232600258801,0.0527137131448855,-0.0064458966953683,-0.0425169744711771,0.0067715981059219,0.02096230362991,0.3225409892406543,-0.31571666422447553,1.3454519913430258,-0.10252765539951152,0.0,0.0,1.0,1.0,1.7696979346325603,28.549180215186915,1.065,0.6636,1.8692,0.3364,0.205
surprised,Actor_06,269.8901,0.008414684,78.30255681818181,0.6490394720248854,0.09173158,3056.9387555332737,0.2678920200892857,0.0057114963,-400.71887,48.765984,-13.521223,0.97879887,-3.038787,-11.408021,-9.7691,-13.9277115,-5.2040696,-1.651786,-9.948384,-2.8925724,-6.789675,0.32479727,0.3521724,0.1757164,0.10679447,0.11217052,0.09792887,0.066555984,0.06127268,0.07524145,0.062448602,0.032451928,0.024813518,0.028902667,0.02845282,0.020278359,-0.003848001,0.0014606288,0.01496362,0.015016007,0.013411969,0.023486141,0.029506087,0.013958103,-0.0021000726,-0.0020178694,-0.00019416043,0.45080355,0.45946884,0.40900484,0.45630667,0.5099113,0.45949534,0.40558693,0.3787585,0.39153847,0.4571353,0.46717355,0.4521243,17.662290353498474,14.189764125495984,15.627517352587663,15.456118552567126,16.399050974557564,17.082793116360868,40.89364840871314,-0.0480514866682486,0.013773830479885,-0.0610104918247091,0.0042540747888515,0.0112422423665084,0.0081545626952512,0.3295418560008902,-0.07288129736809405,0.6675962460859262,-0.10309105788627446,0.0,0.0,1.0,1.0,0.870220651155033,28.409162879982194,1.035,0.715,2.4922,0.285,0.1669
